num,word,BFA01,BFA02,BFA03,BFA04,BFC02,BFC03,BFC04,BMA01,BMA02,BMA03,BMC01,BMC02,BMC03,BMC04,BMC05,BMC06,BMC07,BMC08,BMC09,BMC10,WFA01,WFA02,WFC01,WFC03,WMA01,WMA02,WMC01,WMC02,WMC03,WMC04,WMC05,WMC06,WMC07,WMC08,WMC09
151,SEED,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
152,SHADE,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
153,SHAG,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
154,SHAPE,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
155,SHARP,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
156,SHEEP,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
157,SHELF,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
158,SHRINK,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
159,SIGN,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
160,SKIP,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
161,SMOKE,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
162,SNOB,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
163,SOAP,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
164,SOAR,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
165,SOUL,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
166,SOUP,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
167,SPACE,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
168,SPELL,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
169,SPY,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
170,SQUASH,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
171,STALK,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
172,STEEL,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
173,STORE,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
174,STRAIGHT,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
175,STRETCH,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
176,STRIKE,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
177,SWAMP,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
178,TAB,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
179,TAP,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
180,TART,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
181,TICK,1,3,"""x""","""x""",4,2,4,1,4,"""x""",3,2,3,2,4,1,2,1,3,3,1,2,2,3,2,3,2,2,3,3,2,1,3,3,4
